rubro,motivo,vulnerabilidad,mes_año_tratamiento,edad,genero,provincia_consumidor,provincia_id
Equipos de telefonía ,Incumplimiento de Oferta Promociones y/o Bonificaciones. Art. 7 de la Ley 24.240,Adulto/a mayor,jul-22,63,Femenino,Buenos Aires,6
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Discapacidad,jul-22,55,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jul-22,80,Femenino,Tucumán,90
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jul-22,65,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Incumplimiento total de la prestación del servicio contratado,Socio-económica,jul-22,48,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicio de administración de pagos,Incumplimiento total de la prestación del servicio contratado,LGTB+,jul-22,26,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jul-22,78,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios y eventos de esparcimiento culturales y/o deportivos,Precios,Adulto/a mayor,jul-22,63,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de transporte terrestre de pasajeros y cargas,Incumplimiento total de la prestación del servicio contratado,Discapacidad,jul-22,42,Femenino,Chubut,26
Electrodomésticos y artefactos para el hogar,Problemas con la devolución del bien o el reembolso de sumas,Adulto/a mayor,jul-22,77,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Problemas de fraude o estafa,Adulto/a mayor,jul-22,71,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Problemas de fraude o estafa,Adulto/a mayor,jul-22,71,Femenino,Ciudad Autónoma de Buenos Aires,2
Electrodomésticos y artefactos para el hogar,Garantía de Bienes. Art 11 Ley 24.240,Adulto/a mayor,jul-22,79,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de Salud,Problemas de fraude o estafa,Salud,jul-22,34,Masculino,Formosa,34
Alimentos y bebidas,Prácticas Abusivas,Adulto/a mayor,jul-22,70,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de transporte aéreo,Falta de procesamiento de baja del servicio,Adulto/a mayor,jul-22,72,Femenino,Buenos Aires,6
Electrodomésticos y artefactos para el hogar,Problemas con la devolución del bien o el reembolso de sumas,Adulto/a mayor,jul-22,71,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Problemas de fraude o estafa,Adulto/a mayor,jul-22,77,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de transporte aéreo,Incumplimiento de Oferta Promociones y/o Bonificaciones. Art. 7 de la Ley 24.240,Adulto/a mayor,jul-22,56,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de transporte fluvial o maritimo de pasajeros y cargas,Incumplimiento total de la prestación del servicio contratado,Socio-económica,jul-22,49,Masculino,Tucumán,90
Servicios turísticos,Falta de procesamiento de baja del servicio,Turista,jul-22,20,Femenino,Buenos Aires,6
Servicios de transporte aéreo,Incumplimiento total de la prestación del servicio contratado,Adulto/a mayor,jul-22,77,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jul-22,59,Femenino,Buenos Aires,6
Servicios financieros y seguros,Falta de procesamiento de baja del servicio,Adulto/a mayor,jul-22,75,Masculino,Buenos Aires,6
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Salud,jul-22,51,Femenino,Tucumán,90
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jul-22,45,Masculino,Buenos Aires,6
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Discapacidad,jul-22,58,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jul-22,87,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Facturación excesiva/ facturación cargos no convenidos,Discapacidad,jul-22,62,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicio de administración de pagos,Incumplimiento total de la prestación del servicio contratado,Salud,jul-22,34,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de transporte terrestre de pasajeros y cargas,Cumplimiento parcial o defectuoso de la prestación del servicio,Discapacidad,jul-22,48,Femenino,Córdoba,14
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jul-22,70,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de transporte aéreo,Incumplimiento total de la prestación del servicio contratado,Adulto/a mayor,jul-22,71,Femenino,Buenos Aires,6
Servicios y eventos de esparcimiento culturales y/o deportivos,Prácticas Abusivas,Adulto/a mayor,jul-22,50,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Precios,Discapacidad,jul-22,50,Femenino,Neuquén,58
Servicios financieros y seguros,Prácticas Abusivas,LGTB+,jul-22,31,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jul-22,70,Femenino,Ciudad Autónoma de Buenos Aires,2
Electrodomésticos y artefactos para el hogar,Incumplimiento de Oferta Promociones y/o Bonificaciones. Art. 7 de la Ley 24.240,Adulto/a mayor,jul-22,72,Femenino,Ciudad Autónoma de Buenos Aires,2
Textil calzado y marroquinería,Incumplimiento de Oferta Promociones y/o Bonificaciones. Art. 7 de la Ley 24.240,Adulto/a mayor,jul-22,74,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jul-22,47,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de Salud,Negativa o falta de cobertura total de la prestación comprometida,Discapacidad,jul-22,43,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jul-22,72,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicio de administración de pagos,Incumplimiento total de la prestación del servicio contratado,Discapacidad,jul-22,39,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios turísticos,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jul-22,70,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Incumplimiento total de la prestación del servicio contratado,Adulto/a mayor,jul-22,85,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de transporte fluvial o maritimo de pasajeros y cargas,Incumplimiento de Oferta Promociones y/o Bonificaciones. Art. 7 de la Ley 24.240,Adulto/a mayor,jul-22,73,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de transporte aéreo,Incumplimiento total de la prestación del servicio contratado,Adulto/a mayor,jul-22,70,Femenino,Tucumán,90
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jul-22,71,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jul-22,39,Femenino,Ciudad Autónoma de Buenos Aires,2
Rodados automotores y embarcaciones,Problemas Planes de Ahorro Previo para Fines Determinados,Socio-económica,jul-22,52,Masculino,Buenos Aires,6
Servicios de Salud,Prácticas Abusivas,Adulto/a mayor,jul-22,78,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Problemas de fraude o estafa,Socio-económica,jul-22,51,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de transporte terrestre de pasajeros y cargas,Prácticas Abusivas,LGTB+,jul-22,29,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jul-22,76,Femenino,Corrientes,18
Servicios financieros y seguros,Problemas de fraude o estafa,Adulto/a mayor,jul-22,78,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jul-22,35,Masculino,Tucumán,90
Servicios turísticos,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jul-22,87,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Incumplimiento total de la prestación del servicio contratado,Adulto/a mayor,jul-22,67,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Incumplimiento de Oferta Promociones y/o Bonificaciones. Art. 7 de la Ley 24.240,Adulto/a mayor,jul-22,80,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de construcción para el hogar y comercialización de inmuebles,Cumplimiento parcial o defectuoso de la prestación del servicio,Discapacidad,jul-22,50,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicio de administración de pagos,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jul-22,75,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de Salud,Negativa o falta de cobertura total de la prestación comprometida,Adulto/a mayor,jul-22,76,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jul-22,82,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de Salud,Falta de entrega o emisión del documento de contratación del servicio: presupuestos constancias de pagos solicitud de servicios reglamento general de prestaciones.,Salud,jul-22,59,Femenino,Buenos Aires,6
Servicios financieros y seguros,Problemas de fraude o estafa,Adulto/a mayor,jul-22,77,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Facturación excesiva/ facturación cargos no convenidos,Adulto/a mayor,jul-22,72,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Problemas de fraude o estafa,Adulto/a mayor,jul-22,82,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Incumplimiento de Oferta Promociones y/o Bonificaciones. Art. 7 de la Ley 24.240,Adulto/a mayor,jul-22,76,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de Salud,Negativa o falta de cobertura total de la prestación comprometida,Discapacidad,jul-22,39,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de Salud,Falta de procesamiento de baja del servicio,Adulto/a mayor,jul-22,73,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jul-22,45,Femenino,Buenos Aires,6
Informática,Servicio de reparación no satisfactorio (fuera de período de garantía),Adulto/a mayor,jul-22,70,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de transporte terrestre de pasajeros y cargas,Incumplimiento total de la prestación del servicio contratado,Discapacidad,jul-22,62,Masculino,Santiago del Estero,86
Inmuebles Inmuebles por accesión,Falta de entrega o demora en la posesión o escrituración del bien,Socio-económica,jul-22,62,Masculino,Buenos Aires,6
Servicios de Salud,Negativa o falta de cobertura total de la prestación comprometida,Salud,jul-22,36,Femenino,Buenos Aires,6
Servicios financieros y seguros,Problemas de fraude o estafa,Adulto/a mayor,jul-22,75,Femenino,Ciudad Autónoma de Buenos Aires,2
Electrodomésticos y artefactos para el hogar,Garantía de Bienes. Art 11 Ley 24.240,Adulto/a mayor,jul-22,73,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Problemas de fraude o estafa,Adulto/a mayor,jul-22,75,Masculino,San Luis,74
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jul-22,62,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jul-22,83,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jul-22,66,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jul-22,64,Masculino,Buenos Aires,6
Servicios financieros y seguros,Precios,Adulto/a mayor,jul-22,76,Masculino,Ciudad Autónoma de Buenos Aires,2
Rodados automotores y embarcaciones,Problemas Planes de Ahorro Previo para Fines Determinados,Barrios populares,jul-22,50,Femenino,Ciudad Autónoma de Buenos Aires,2
Electrodomésticos y artefactos para el hogar,Entrega Defectuosa,Adulto/a mayor,jul-22,56,Femenino,Ciudad Autónoma de Buenos Aires,2
Rodados automotores y embarcaciones,Problemas Planes de Ahorro Previo para Fines Determinados,Barrios populares,jul-22,50,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de Salud,Negativa o falta de cobertura total de la prestación comprometida,Discapacidad,jul-22,55,Masculino,Buenos Aires,6
Servicios de Salud,Demora excesiva para el cumplimiento  de prestaciones médicas,Salud,jul-22,73,Femenino,Buenos Aires,6
Servicios financieros y seguros,Problemas de fraude o estafa,Adulto/a mayor,jul-22,76,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de Salud,Cumplimiento parcial o defectuoso de la prestación médica o de cobertura de la medicación prescripta,Adulto/a mayor,jul-22,72,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Facturación excesiva/ facturación cargos no convenidos,Adulto/a mayor,jul-22,72,Masculino,Corrientes,18
Servicios de Salud,Aumento de cuota no autorizado/no notificado con anticipación debida,Discapacidad,jul-22,44,Femenino,Ciudad Autónoma de Buenos Aires,2
Equipos de telefonía ,No observancia del derecho de arrepentimiento. Art 34 de la ley 24.240,Adulto/a mayor,jul-22,73,Masculino,Buenos Aires,6
Servicios de Salud,Negativa o falta de cobertura total de la prestación comprometida,Salud,jul-22,56,Femenino,Ciudad Autónoma de Buenos Aires,2
Equipos de telefonía ,Incumplimiento de Oferta Promociones y/o Bonificaciones. Art. 7 de la Ley 24.240,Adulto/a mayor,jul-22,72,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Incumplimiento total de la prestación del servicio contratado,Adulto/a mayor,jul-22,76,Masculino,Buenos Aires,6
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jul-22,33,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de lavandería tintorería y limpieza,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jul-22,89,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jul-22,60,Masculino,Buenos Aires,6
Servicios financieros y seguros,Precios,Socio-económica,jul-22,54,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicio de administración de pagos,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jul-22,65,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios públicos domiciliarios,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jul-22,62,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jul-22,26,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios financieros y seguros,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jul-22,61,Masculino,Ciudad Autónoma de Buenos Aires,2
Farmacia y productos para la salud,Falta de Entrega del bien,Adulto/a mayor,jul-22,72,Masculino,Buenos Aires,6
Servicios de administración de rutas y autopistas,Cumplimiento parcial o defectuoso de la prestación del servicio,Socio-económica,jul-22,51,Masculino,Ciudad Autónoma de Buenos Aires,2
Servicios de comunicaciones,Cumplimiento parcial o defectuoso de la prestación del servicio,Adulto/a mayor,jul-22,75,Femenino,Ciudad Autónoma de Buenos Aires,2
Servicios de Salud,Negativa o falta de cobertura total de la prestación comprometida,Adulto/a mayor,jul-22,60,Masculino,Ciudad Autónoma de Buenos Aires,2
